Model,MDO34
8.27e-01,164
8.28e-01,-4
8.29e-01,436
8.30e-01,220
8.31e-01,44
8.32e-01,-12
8.33e-01,268
8.34e-01,100
8.35e-01,-68
8.36e-01,332
8.37e-01,156
8.38e-01,-4
8.39e-01,356
8.40e-01,220
8.41e-01,52
8.42e-01,-28
8.43e-01,268
8.44e-01,100
8.45e-01,-60
8.46e-01,332
8.47e-01,164
8.48e-01,-4
8.49e-01,372
8.50e-01,220
8.51e-01,52
8.52e-01,204
8.53e-01,268
8.54e-01,108
8.55e-01,-60
8.56e-01,332
8.57e-01,164
8.58e-01,-4
8.59e-01,372
8.60e-01,220
8.61e-01,44
8.62e-01,-116
8.63e-01,268
8.64e-01,100
8.65e-01,-52
8.66e-01,332
8.67e-01,164
8.68e-01,-4
8.69e-01,524
8.70e-01,220
8.71e-01,44
8.72e-01,-12
8.73e-01,268
8.74e-01,108
8.75e-01,-60
8.76e-01,332
8.77e-01,164
8.78e-01,-4
8.79e-01,356
8.80e-01,220
8.81e-01,52
8.82e-01,188
8.83e-01,268
8.84e-01,108
8.85e-01,-52
8.86e-01,332
8.87e-01,172
8.88e-01,-4
8.89e-01,396
8.90e-01,228
8.91e-01,44
8.92e-01,-116
8.93e-01,276
8.94e-01,108
8.95e-01,-52
8.96e-01,332
8.97e-01,172
8.98e-01,-4
8.99e-01,388
9.00e-01,220
9.01e-01,52
9.02e-01,-116
9.03e-01,276
9.04e-01,108
9.05e-01,-60
9.06e-01,356
9.07e-01,172
9.08e-01,-4
9.09e-01,180
9.10e-01,236
9.11e-01,52
9.12e-01,76
9.13e-01,276
9.14e-01,116
9.15e-01,-68
9.16e-01,404
9.17e-01,172
9.18e-01,4
9.19e-01,276
9.20e-01,228
9.21e-01,52
9.22e-01,4
9.23e-01,276
9.24e-01,116
9.25e-01,-52
9.26e-01,324
9.27e-01,172
9.28e-01,4
9.29e-01,676
9.30e-01,228

