Model,MDO34
6.80e-01,0.7
6.81e-01,0.5
6.82e-01,-0.1
6.83e-01,0.7
6.84e-01,0.7
6.85e-01,0.1
6.86e-01,0.3
6.87e-01,0.7
6.88e-01,0.3
6.89e-01,0.3
6.90e-01,0.7
6.91e-01,0.7
6.92e-01,0.3
6.93e-01,1.1
6.94e-01,0.9
6.95e-01,0.3
6.96e-01,0.9
6.97e-01,1.1
6.98e-01,0.5
6.99e-01,0.7
7.00e-01,1.1
7.01e-01,0.7
7.02e-01,0.1
7.03e-01,0.9
7.04e-01,0.7
7.05e-01,0.3
7.06e-01,0.5
7.07e-01,0.7
7.08e-01,0.5
7.09e-01,0.3
7.10e-01,0.7
7.11e-01,0.5
7.12e-01,-0.1
7.13e-01,0.5
7.14e-01,0.7
7.15e-01,0.1
7.16e-01,0.7
7.17e-01,0.7
7.18e-01,0.3
7.19e-01,0.3
7.20e-01,0.7
7.21e-01,0.5
7.22e-01,-0.1
7.23e-01,0.7
7.24e-01,0.7
7.25e-01,0.1
7.26e-01,0.3
7.27e-01,0.7
7.28e-01,0.3
7.29e-01,0.5
7.30e-01,0.7
7.31e-01,0.5
7.32e-01,0.1
7.33e-01,0.7
7.34e-01,0.7
7.35e-01,0.3
7.36e-01,0.5
7.37e-01,1.1
7.38e-01,0.5
7.39e-01,0.3
7.40e-01,0.7
7.41e-01,0.7
7.42e-01,0.3
7.43e-01,0.5
7.44e-01,0.9
7.45e-01,0.3
7.46e-01,0.5
7.47e-01,0.9
7.48e-01,0.5
7.49e-01,0.5
7.50e-01,0.7
7.51e-01,0.7
7.52e-01,-0.1
7.53e-01,0.7
7.54e-01,0.7
7.55e-01,0.5
7.56e-01,0.7
7.57e-01,0.5
7.58e-01,0.3
7.59e-01,0.1
7.60e-01,0.7
7.61e-01,0.5
7.62e-01,-0.1
7.63e-01,0.7
7.64e-01,0.7
7.65e-01,0.1
7.66e-01,0.7
7.67e-01,0.9
7.68e-01,0.3
7.69e-01,0.3
7.70e-01,0.7
7.71e-01,0.7
7.72e-01,0.3
7.73e-01,0.9
7.74e-01,0.7
7.75e-01,0.3
7.76e-01,0.5
7.77e-01,0.9
7.78e-01,0.5
7.79e-01,0.5
7.80e-01,0.7
7.81e-01,0.7
7.82e-01,0.3
7.83e-01,0.9
7.84e-01,0.9
7.85e-01,0.3
7.86e-01,0.7
7.87e-01,0.9
7.88e-01,0.5
7.89e-01,0.3
7.90e-01,0.7
7.91e-01,0.5
7.92e-01,-0.1
7.93e-01,0.5
7.94e-01,0.7
7.95e-01,0.1
7.96e-01,0.5
7.97e-01,0.7
7.98e-01,0.3
7.99e-01,0.3
8.00e-01,0.7
8.01e-01,0.5
8.02e-01,-0.1
8.03e-01,0.5
8.04e-01,0.7
8.05e-01,0.3
8.06e-01,0.5
8.07e-01,0.7
8.08e-01,0.5
8.09e-01,0.7
8.10e-01,0.9
8.11e-01,0.9
8.12e-01,0.3
8.13e-01,0.9
8.14e-01,0.9
8.15e-01,0.3
8.16e-01,0.7
8.17e-01,0.9
8.18e-01,0.5
8.19e-01,0.5
8.20e-01,0.9
8.21e-01,0.7
8.22e-01,0.1
8.23e-01,0.5
8.24e-01,0.7
8.25e-01,0.3
8.26e-01,0.5
8.27e-01,0.7
8.28e-01,0.5
8.29e-01,0.3
8.30e-01,0.7
8.31e-01,0.5
8.32e-01,-0.1
8.33e-01,0.5
8.34e-01,0.5
8.35e-01,0.3
8.36e-01,0.5
8.37e-01,0.7
8.38e-01,0.3
8.39e-01,0.3
8.40e-01,0.7
8.41e-01,0.5
8.42e-01,-0.1
8.43e-01,0.7
8.44e-01,0.7
8.45e-01,0.3
8.46e-01,0.9
8.47e-01,0.9
8.48e-01,0.7
8.49e-01,0.7
8.50e-01,0.9
8.51e-01,0.9
8.52e-01,0.3
8.53e-01,0.7
8.54e-01,0.9
8.55e-01,0.5
8.56e-01,0.7
8.57e-01,0.9
8.58e-01,0.7
8.59e-01,0.5
8.60e-01,0.9
8.61e-01,0.7
8.62e-01,0.1
8.63e-01,0.5
8.64e-01,0.7
8.65e-01,0.3
8.66e-01,0.3
8.67e-01,0.9
8.68e-01,0.3
8.69e-01,0.5
8.70e-01,0.5
8.71e-01,0.7
8.72e-01,0.1
8.73e-01,0.5
8.74e-01,0.7
8.75e-01,0.1
8.76e-01,0.5
8.77e-01,0.7
8.78e-01,0.5
8.79e-01,0.3
8.80e-01,0.7
8.81e-01,0.5
8.82e-01,-0.1
8.83e-01,0.9
8.84e-01,0.7
8.85e-01,0.5
8.86e-01,0.5
8.87e-01,0.9
8.88e-01,0.7
8.89e-01,0.7
8.90e-01,0.9
8.91e-01,0.7
8.92e-01,0.1
8.93e-01,0.9
8.94e-01,1.1
8.95e-01,0.3
8.96e-01,1.1
8.97e-01,1.3
8.98e-01,1.3
8.99e-01,1.1
9.00e-01,1.7
9.01e-01,1.5
9.02e-01,0.7
9.03e-01,1.1
9.04e-01,1.3
9.05e-01,0.7
9.06e-01,0.5
9.07e-01,0.7
9.08e-01,0.7
9.09e-01,0.1
9.10e-01,0.7
9.11e-01,0.5
9.12e-01,-0.1
9.13e-01,0.5
9.14e-01,0.7
9.15e-01,0.3
9.16e-01,0.5
9.17e-01,0.7
9.18e-01,0.5
9.19e-01,-0.1
9.20e-01,0.5
9.21e-01,0.5
9.22e-01,0.1
9.23e-01,0.5
9.24e-01,0.7
9.25e-01,0.1
9.26e-01,0.5
9.27e-01,0.7
9.28e-01,0.3
9.29e-01,0.1
9.30e-01,0.7

