Model,MDO34
8.28e-01,-68
8.29e-01,324
8.30e-01,156
8.31e-01,-12
8.32e-01,532
8.33e-01,220
8.34e-01,44
8.35e-01,-4
8.36e-01,268
8.37e-01,100
8.38e-01,-60
8.39e-01,316
8.40e-01,156
8.41e-01,-4
8.42e-01,356
8.43e-01,220
8.44e-01,44
8.45e-01,324
8.46e-01,284
8.47e-01,100
8.48e-01,-68
8.49e-01,316
8.50e-01,164
8.51e-01,-12
8.52e-01,340
8.53e-01,228
8.54e-01,44
8.55e-01,-116
8.56e-01,276
8.57e-01,108
8.58e-01,-60
8.59e-01,324
8.60e-01,164
8.61e-01,-4
8.62e-01,516
8.63e-01,220
8.64e-01,52
8.65e-01,-28
8.66e-01,276
8.67e-01,108
8.68e-01,-60
8.69e-01,324
8.70e-01,156
8.71e-01,-4
8.72e-01,420
8.73e-01,220
8.74e-01,44
8.75e-01,-60
8.76e-01,268
8.77e-01,108
8.78e-01,-60
8.79e-01,324
8.80e-01,164
8.81e-01,-4
8.82e-01,316
8.83e-01,220
8.84e-01,52
8.85e-01,308
8.86e-01,276
8.87e-01,100
8.88e-01,-52
8.89e-01,332
8.90e-01,172
8.91e-01,-4
8.92e-01,372
8.93e-01,228
8.94e-01,52
8.95e-01,-100
8.96e-01,284
8.97e-01,108
8.98e-01,-52
8.99e-01,324
9.00e-01,164
9.01e-01,-4
9.02e-01,332
9.03e-01,236
9.04e-01,52
9.05e-01,-108
9.06e-01,284
9.07e-01,108
9.08e-01,-44
9.09e-01,324
9.10e-01,172
9.11e-01,-4
9.12e-01,364
9.13e-01,228
9.14e-01,52
9.15e-01,-108
9.16e-01,284
9.17e-01,116
9.18e-01,-52
9.19e-01,332
9.20e-01,172
9.21e-01,-4
9.22e-01,420
9.23e-01,236
9.24e-01,52
9.25e-01,-84
9.26e-01,284
9.27e-01,116
9.28e-01,-44
9.29e-01,332
9.30e-01,172

